language_code,language,lemma,pos,rows_for_this_lemma_pos_in_extract,raw_frequency,frequency_per_million,sentence_count,sentence_dispersion,source_count,source_dispersion,arf_reduced_frequency,arf_per_million,frequency_band,sample_size_requested,sample_size_available,sample_size_taken,has_full_requested_sample,min_arf_per_million,sampling_method,random_seed,sentence_id,sentence_uid,sentence,selected_for_check
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,451050,en_37439ddf9fb8,"Johnson suffered a turf toe injury that held him out of play over the final games of the 2024 season, and he didn’t work out at the Combine as a result.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,463377,en_4f2dd157d5e9,LaFleur also said that safety Omar Brown remains in Indianapolis after going to the hospital to be evaluated for a chest injury.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,465813,en_51c6c0d6d830,"Last year, Naga opened up about her injury on BBC Breakfast, revealing: ""At this moment, I'm injured.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,467826,en_e7a4fb5bf837,"Leading causes of death included firearm injuries, motor vehicle crashes and infant deaths due to prematurity and sudden unexpected infant death.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,468375,en_aa0144c4f3f6,"LeBron James, originally announced as an honorary chair, sadly had to pull out last minute due to a knee injury.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,482786,en_5d37ae8bf0e5,Managed to score City's equaliser despite nursing a bleeding injury.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,482980,en_18dbef6db204,Manchester City injury latest as Pep Guardiola's side prepare for FA Cup fourth round action.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,548927,en_e5357098c45c,"On Friday, July 25, with the assistance of the Montgomery Police Departments, officers took both alleged offenders, 50-year-old Christopher Franklin and 47-year-old Anita Brockman, into custody at their home without incident or injury.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,574843,en_0ae874dcfd92,"Pierce Charles is the only other option in Henrik Pedersen’s squad, with the youngster currently out with an injury.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,606051,en_1cfa07e85e25,"Rule of thumb for most injuries: Ice first, heat later.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,622796,en_dab8d0092cee,She died from her injuries six days later.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,638568,en_8c843243f5c1,"Sir Alex Ferguson once revealed he wanted to bring Henderson to Man Utd from Sunderland, but was cautioned against the move by his medical staff because his ""running style could be the type to have injuries"".",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,667572,en_993106e01844,Surprise return from injury.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,688443,en_735d884641ba,"The 46-year-old was found with serious injuries and pronounced dead at the scene at an address on Swan Crescent, Oldbury on Monday (March 31).",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,726728,en_c6d41b41f032,"The elephant was grazing in Mere Forest when it attacked the man, who sustained serious chest injuries, fractured ribs and internal trauma, the agency said.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,732225,en_4fb0df9ed1cb,The female victim was treated for minor injuries to her hands.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,753649,en_dc4c9505c86a,Their other exited early with his own injury.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,768219,en_5640cd11a1ce,The motorcyclist was hospitalised with serious injuries as a result of the crash.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,773505,en_3dd46dc4fe07,The Nigeria international impressed in the encounter despite his recent injury layoff.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,810315,en_fa12cab379a8,The San Diego County Sheriff's Department said it received no immediate reports of damage or injuries.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,830625,en_efa8896deafe,"The teens were each charged with one felony count of assault by means of force likely to produce great bodily injury, according to the L.A. County district attorney’s office.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,835295,en_8963f0d600ab,The Turkey international has been ruled out since October due to a toe injury.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,837052,en_de9c56b1e1bb,The unidentified men beat him with iron rods and also opened fire on him. suffered a bullet injury on his hand and wounds on his ear.,True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,889842,en_d17981513197,"Tia Langdon was found with significant injuries following the in Southampton, Hampshire.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,898116,en_bfc2bb85a44c,"Tough away days have been ticked off and this is a squad with no obvious weaknesses, able to cope with injuries across the pitch.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,910235,en_2fd8b746cb7f,"Unfortunately, her injuries were all internal, and the 4 year old succumbed to them just a few hours later at home.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,967878,en_4ce5caaeca52,"While shells from live firing exercises sometimes land near civilian residences, they rarely cause injuries.",True
en,English,injury,NOUN,50,4302,185.009,4190,0.00419,4165,0.004845,2229.739,95.891,high,50,4190,50,True,50,streamed_reservoir_sampling,20260603,986984,en_4517b2941bd4,"Yes Draper has been dealing with a hip injury, which affected his off-season training and forced him to cancel a training block with Alcaraz, but his movement has looked decent today, it’s his concentration that has been inconsistent.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,11641,en_29dd41fdd2e9,"Adapted by Moriarty from Charles Dickens’s timeless story, A Christmas Carol follows Ebenezer Scrooge on his redemptive journey through Christmases past, present, and future.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,41830,en_389f91c3ce22,"Among those who started their journey there is Elbow's frontman Guy Garvey, who worked the door for more than four years.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,47263,en_368089aee5b6,"And if the akara is the hook, ’s tasting menu is the full story: a confident, deeply considered journey through West Africa that deserves to be savoured, start to finish.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,48660,en_c8a3927923fd,"And I think the same forces and drivers that we’ve seen in the US are very much applicable to Europe and ultimately will be to Asia as well, which I think will go on that kind of same journey.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,52148,en_0237ba31b45e,"And someone else wrote: ""Perfect to get steps in daily and a perfect addition to my weight loss journey.""",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,59926,en_07c0a314e13c,"""An immense joy, and especially a great gratitude to all those who have accompanied me on this beautiful journey since the very beginning.""",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,76363,en_498712487403,"As defence stocks ride this wave of optimism, are left with a fundamental question: does Friday’s Rs 43,000 crore mark the beginning of a structural super rally, or is it another chapter in the sector’s famously volatile journey.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,153649,en_ab930d306a4e,Charles will briefly take the driver's seat for a tram-train journey before meeting Transport for Wales staff who have worked to deliver the flagship project.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,195365,en_4912502f69e8,"During their challenges, Grace and Paige have remained dedicated to their love for dancing, a journey that Grace embarked on about eight years ago.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,203675,en_2839b20ec90f,"Emma Strain, Customer Director at Transport for London said: “We know how important it is for our customers to feel in control of their journeys, and these new TfL Go features are all about making that easier.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,212809,en_97a62717f158,'Everything I've ever done has been about the team and they have all helped make the journey as special as it has been.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,243135,en_a220a7d6ca54,"“From Strand Road to the stadiums of Sydney, his journey was one of courage, class and commitment.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,264352,en_d21db094f1c4,"He also has a close working relationship with UCLan, where he has delivered talks to students about his mental health journey and helped develop the Collaborative Health and Mind Programme, which supports sports teams, performers, and businesses.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,266752,en_23022bb71752,"He began his journey at Qatari side Al-Sadd, where he spent the final four seasons of his career, before taking the reins at Barcelona in November 2021.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,267754,en_cb816e2b0a5a,"He clarified that family celebrations are shared and highlighted their independent journeys in the film industry, praising Akshay's self-made success based on merit.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,274183,en_dfcf9dafacd7,He is also keen to continue an educational journey that he finds deeply fulfilling.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,293117,en_9b844d6a57fc,"He was among several people to document how he was able to depart the country, and he shared his journey with followers.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,300023,en_427f39026830,His journey underscores how unwavering commitment and talent can script success beyond conventional academic pathways.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,315976,en_72eebde15821,How to quickly start the PaladinMining cloud mining journey?,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,326762,en_24ab7997b211,"I embarked on a journey beneath the capital to see if I could complete a loop from Kennington north to Euston, and back via the City.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,356669,en_27fde3fd5456,"In a man’s journey of life, there are clear indicators which either depicts success or retrogression.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,399044,en_edd2122e31d1,It has been a journey of stepping into a whole new experience that infuses me as an actor and director (and adaptor).”,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,461305,en_3d278a980f46,Knowing how to calculate your JAMB score gives you a clear idea of where you stand and what to expect in your admission journey.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,469255,en_0adcc919318f,Leisure World Colchester is offering an exciting Black Friday fitness deal to help residents kick-start their health and wellbeing journey.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,497256,en_3025b0b4d210,"Midway through my journey to the basement, I’m joined by a groggy-looking man with brown hair.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,515769,en_53f80c92dced,"Naples marks an important milestone in that journey, and we’re excited to bring our vision and contribute to the vitality of this dynamic community for years to come.”",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,518922,en_41101d9c2b1f,"Netflix’s upcoming original film about a sister and brother going on a fantastical journey to keep their family together, is honestly one I’m looking forward to the most.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,547129,en_63e22cc2a835,One person’s career is a reflection of a personal journey or a sliver of reality from a job market of millions.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,552401,en_a1b705376811,"On the first day of the two day hearing, the court was told he ran a red light and 'routinely' undertook other vehicles on his journey into Liverpool city centre on Monday, May 26, the Liverpool Echo reports.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,559793,en_f5e07ea709de,"“Our Bohol journey began in 2011 with Royal Palms 1, and today, we proudly unveil our fifth community in the series.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,584224,en_c55579562536,"Previoulsy, the mum-of-five shared her fitness journey with her loyal following after she made a vow to use her home gym.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,607643,en_cbbf6535b439,"Sadly, Days fans can expect some crushing news at the end of this long and winding journey.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,609536,en_e9ac6aa3fbde,"Sandra’s personal journey to sobriety led her to launch Just The Tonic Coaching to help others understand their relationship with alcohol and the impact it has, whether they want to stop drinking altogether or drink in moderation.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,700346,en_68af1e7ab579,"The Blue Jasmine will make its maiden journey on 16 November 2025, with five further departures scheduled in January, February, March, July, November and December 2026.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,737363,en_4acd8ce475ff,"""The focus of it has always been their skill and their journey.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,744322,en_91d0283df098,The groundbreaking play “At All Cost” narrates the challenges endured by a black soldier and his family throughout their journey.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,751143,en_5ca8f83c769d,The Instagram reset comes after Schumer has spoken openly about her health struggles and weight-loss journey.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,817388,en_8fc10a3e29d9,"The service is delivered in partnership with the Kenya Wildlife ServicesTourism Regulatory Authority and trusted local fleet partners, ensuring that every journey is safe, reliable, and rooted in Kenya’s commitment to sustainable tourism.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,833892,en_66c2c602bc32,"The train journey is quite long, departing from Colchester North at 7am before returning at 12:30am the next day.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,855270,en_c7ff06b0e067,They return to league matters with this weekend’s game at Cheshunt before a journey to in-form Wingate & Finchley on Tuesday.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,883784,en_4494a448fcea,"This would appear to be a simple journey, but it also takes in 15 European countries.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,896307,en_bc81633eab8e,“To our wonderful fans – what a journey it has been across two spells.,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,897859,en_42dc1a79c7be,"To think his cheeky smile, his jokes and his presence won't be seen any longer is just unthinkable, he had so much to offer this world, his journey had only just started.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,921013,en_20e23d203fa1,"Walk or cycle for any journey under 2 miles in central London, as distances are often manageable and faster than waiting for packed alternative services.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,924308,en_fc139cacd0d8,"""We appreciate our customers' patience during these vitally important engineering works, which will improve reliability and provide better journeys.""",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,927082,en_bf807b710dfd,“We ask everyone to please show patience and understanding should their planned journey be affected on this important occasion.”,True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,952583,en_7c247d14110f,"What starts as a small job soon becomes a brutal, heartbreaking journey.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,976292,en_50847fa8cd50,"With 2026 enrolments now open, there has never been a better time to begin your Aspire journey.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,992019,en_35dd0d10d57e,"You could say it takes viewers on quite a hypnotic journey, as it blends fantasy with reality to almost create a dreamlike journey into the character's artistic mind and personal life.",True
en,English,journey,NOUN,50,2363,101.621,2349,0.002349,2339,0.002721,1352.517,58.165,high,50,2349,50,True,50,streamed_reservoir_sampling,20260603,996747,en_b8446a9aff50,Your journey in Indian cinema is truly commendable.,True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,27202,en_d086f7ef1a4e,A KITCHEN fire in The Groves last night caused left flats filled with smoke.,True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,44543,en_9629dd33aed4,And American shops that sell everything from t-shirts to I-phones will be left with the choice of either empty shelves or more than doubling their prices.,True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,54342,en_d380984fd10b,And the plaintiffs contended that states and local communities suffered when Guardsmen left their state missions.,True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,65221,en_19c11aeb47f3,"Anyan, who had 19 jobs in six cities after leaving high school, details the lonely and dehumanising grind of China’s gig economy.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,70248,en_35f492f45a39,"A real estate agent of 24 years, Rosa Garcia, 50, and her nephew, Shannon Horton, 32, were in the process of flipping his $2.175 million property when the fire began, leaving them unsure if it would still be standing when they returned.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,87691,en_1e9217f0952b,"As they continued their discussions on the Cowboys-Raiders game, fans flooded to social media to react to the 79-year-old's rare TV appearance - and it's fair to that some people were left bemused by Bush's cameo.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,101146,en_1a8f220894b5,"A woman was left with ""serious injuries"" after a huge crash on the A361 in Devizes.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,165477,en_eaef76702f2f,"“Consequently, Pilatus was blacklisted, leaving India in urgent need of an indigenous training aircraft.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,171627,en_954963ebd7c1,"Crystal Palace’s Eberechi Eze remains a target, but Arsenal are set to leave on their pre-season tour of Asia without completing the deal for a new striker.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,198088,en_620cbb3be951,"Earlier, former Congress councillor Nimmi Rappai left the party, joined the NCP, and now contests as an LDF-backed candidate.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,210966,en_40520b624074,Ever wanted to get those romantic Parisian vibes without leaving the US?,True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,234889,en_5c06cc15eea7,"For now, council’s main concern is filling the seats left vacant by the recent departures.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,244813,en_649ef4575e17,"Funeral service will be held at Sparkwell Church on Wednesday 26th March at 12.00pm Family flowers only please, donations if desired for Dementia UK may be left online at wcpltd.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,298394,en_9a67d51b902e,"His biological Italian-American father, Tony Tarantino, left the family before his son even arrived in 1963.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,307544,en_a6be1e9f7c11,"However, doctors must be sure that no cancer cells are left behind, and this can be difficult to assess.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,335103,en_5ae1793cc591,"If you choose to leave Microsoft to no longer be complicit in genocide, do not go quietly.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,338877,en_926867bd608c,"If you would like to join our team of volunteers you can contact the Depot Office, Monday to Thursday 10 a.m. to 1 p.m. 071 9134986 or 085 8017943, leave your contact details and we will notify you of the next clean-up.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,339772,en_d3d12dfff10b,"I had an empty row of seats to myself, and out the left side of the aircraft, as we were leaving Romanian air space, I had a good view of the Danube and the Black Sea coast.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,350697,en_b90806214590,"Impressions of the week: Art left its mark — Erdem’s collaboration with Kaye Donachie brought portraiture to fabric, channelled Francis Cadell’s brushwork and Roksanda reinterpreted Phyllida Barlow’s sculptural language into volume and form.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,359506,en_d768778bfca8,"In a statement, they said: “Kirsty, affected by alcohol and after consuming the equivalent of 10 spirits the night before, appears to have left her apartment 9A and voluntarily entered 10E where the five men were.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,380988,en_73c904ec27a0,"In the meantime, you and I are left playing the year-after-year tag game.",True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,433041,en_1c2a4c4278e8,It was during a Golu celebration at singer Saindhavi’s house when a young girl sang a song that left a lasting impression.,True
en,English,leave,VERB,50,13681,588.355,13441,0.013441,13370,0.015552,7988.646,343.554,very_high,50,13438,50,True,50,streamed_reservoir_sampling,20260603,437131,en_5266ae79c073,"It will mean that Gary gets a huge payday, it is an extremely popular show but when he left the BBC he took it with him.",True
